Description,AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
"DIET SODA,OG,BLBRY POMEGR",0.98911,0.30131428547380396,0.0,3.0,17.89392,5.671067485289071,0.0,56.4,551,210,Packaged Tea
"COOKING STCK,OG2,VEGE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,87,Packaged Grocery
"JR,OG,SPRG VEGGI & PA",1.030303,0.17273340683501198,1.0,2.0,16.389545000000002,2.7228262645885097,15.79,31.68,66,59,Packaged Grocery
"CRM TOP YGRT,COFFEE",1.080877,0.797153663265075,0.0,8.0,8.64049,6.25620004492453,0.0,60.88,4649,293,Refrigerated Grocery
NW HERB ECHINACEA OG2,2.1538459999999997,1.26778840876256,0.0,6.0,16.941794,10.0228076410478,0.0,46.68,39,35,Vitamins
"YOGURT,OG,LF,STRAWBERR",1.120811,0.541511979308433,0.0,10.0,10.781911000000001,5.05417938479555,0.0,100.6,2119,290,Refrigerated Grocery
"FRUIT TWISTS,OG2,STRWBRY",0.962216,0.7149790725380469,0.0,6.0,20.14675,15.1335378363829,0.0,126.42,397,188,Packaged Grocery
"POTATO CHIPS,HNY SUB68177",1.121702,0.524329700072541,0.0,8.0,30.442625,14.0252866482658,0.0,218.32,1668,275,Packaged Grocery
CROWN ANCHOVY PASTE,0.987951,0.154995441204918,0.0,2.0,19.125963,3.697510958158,0.0,34.12,332,189,Packaged Grocery
"PASTA,OG,WG EINKRN FUSILI",0.49844499999999997,0.594971728114001,0.0,5.0,11.441647,13.558305675131303,0.0,112.25,965,202,Packaged Grocery
"CHIPS,PNTO BEAN W/ SSALT",1.314814,0.982695944788588,0.0,15.0,15.069073999999999,11.0930662196794,0.0,171.3,2268,283,Packaged Grocery
"REAL SALT,OG2,SEASON",0.360655,0.48417582499356204,0.0,1.0,6.2185239999999995,8.35284838364845,0.0,17.93,61,50,Packaged Grocery
NMAN DRSG RANCH,1.026255,0.18014634914491395,0.0,3.0,18.496289,3.27140124496288,0.0,50.91,876,255,Packaged Grocery
"CEREAL,HPY BELLIES,OAT,O",0.947565,0.320161599251572,0.0,2.0,15.518314000000002,5.20687758800221,0.0,34.04,267,163,Packaged Grocery
OG1 EDEN DRD CRANBERRYS,0.716666,0.610597356408182,0.0,5.0,26.985083000000003,21.5930150547037,0.0,160.95,120,106,Packaged Grocery
"WHL MEAL,OG,VEGGIE LOAF",2.568854,1.8115345920101398,0.0,24.0,19.817258,13.422557576063399,0.0,168.48,777,252,Body Care
OG3 CLIF CHOC BROWNIE,1.2536040000000002,1.10171117521326,0.0,30.0,15.286225,12.7143843282739,0.0,373.5,2705,283,Packaged Grocery
"PASTA,OG1,WW,RIGATONI",0.9920629999999999,0.218507496057172,0.0,2.0,20.194404000000002,4.46935970115456,0.0,40.74,252,144,Packaged Grocery
Jojoba Revitalizing Conditioner,2.436115,2.6283939035378103,0.0,35.0,9.050203999999999,9.892366068983641,0.0,146.65,587,224,Body Care
"JUICE,OG2,COCONUT",2.043715,1.76916549711328,0.0,10.0,29.534971999999996,15.4456314416445,0.0,46.05,183,128,Packaged Grocery
OG2 O.V. WHOLE MILK,1.0950870000000001,0.360371116135209,1.0,5.0,30.000727,9.81525862608681,0.0,135.5,5069,293,Refrigerated Grocery
"YOG,NF,BLKBRRY FRT-ON-TOP",2.142857,1.1084094137868998,0.0,4.0,9.351428,4.78422437362033,0.0,17.2,21,20,Body Care
"WHITE SPELT,OG,ANGEL HAIR",0.778846,0.5639188410656341,0.0,3.0,21.474134,15.521799730712301,0.0,82.17,208,142,Packaged Grocery
OG2 O.V. ULT HALF&HALF,1.501592,0.8577504769187391,0.0,12.0,30.271282,17.1191140420369,0.0,238.8,10361,293,Refrigerated Grocery
Mango Key Lime Salsa,1.151515,0.7295398282188872,0.0,6.0,16.881707000000002,10.4061738661853,0.0,79.86,363,162,Packaged Grocery
"Pickles, Sweet Bread & Butter, Organic",1.3206309999999999,0.9328460937958051,0.0,12.0,28.299703000000004,19.224755851049302,0.0,229.8,2598,277,Packaged Grocery
"Eggplant, Globe, Imported, 20 lb , Organic",3.2988739999999996,2.67209486062435,0.0,30.0,13.955926000000002,11.421172843701802,0.0,129.0,977,246,Body Care
"PEPERONCINI,GOLDEN GREEK",1.057986,0.443927872537677,0.0,6.0,9.387844,3.9415285860533,0.0,52.38,914,255,Packaged Grocery
"JEL DSRT,ORANGE",0.662198,0.88511738684314,0.0,6.0,5.771742,8.056341115552419,0.0,57.42,373,197,Packaged Grocery
"NATURALLY ALMD BEV,LF,VAN",1.2373129999999999,0.881013111089707,0.0,10.0,28.237059000000002,17.0113140627034,0.0,212.1,670,237,Packaged Grocery
NW HERB ECHINACEA OG2,2.147368,1.34493697696709,1.0,14.0,11.711263,7.307428885354169,5.36,75.74,190,133,Vitamins
"PIZZA,OG,RSTD VEG,W/O CHS",0.954974,0.389849930127868,0.0,6.0,41.528687,16.632334928043598,0.0,258.72,2332,283,Frozen
"RAVIOLI,CHEESE,KIDS,ASST",0.49893000000000004,0.674979999858852,0.0,11.0,7.21975,9.81936770035255,0.0,159.5,1403,257,Packaged Grocery
PNF CASHEW CARROT SOUP,1.149186,0.8085427747934442,0.0,20.0,35.454611,22.7033835635423,0.0,522.6,1106,252,Packaged Grocery
"CRISPS,OG2,HAZLNUT CRNBRY",0.537931,0.633774758928035,0.0,5.0,19.157723999999998,24.261377333050298,0.0,147.6,290,174,Packaged Grocery
"CAT,SAVORY SEAFOOD DI",1.091065,0.42343879398661705,0.0,4.0,25.091323000000003,9.609838196197359,0.0,85.04,582,235,Packaged Grocery
"Dates, Roll, Almond, United With Earth, 12x12 oz,",1.040178,0.644529907801002,0.0,4.0,22.83683,13.2628921372954,0.0,82.92,224,124,Packaged Grocery
"SHOT,SENCHA",1.236559,1.12378142300401,0.0,12.0,24.847462,8.09869250377314,0.0,80.19,465,228,Packaged Grocery
"JCE,OG,CHERRY MONTMORENCY",1.0,0.0,1.0,1.0,95.123076,2.20228271809944,93.37,101.87,52,44,Packaged Grocery
"SUNSCRN,ADULTS,SPRAY",3.046875,1.8294737512053,0.0,8.0,20.437812,12.287760004677,0.0,55.09,64,49,Body Care
GK FLXMLK UNSW ORG PRTN+,1.16751,0.786174968342148,0.0,16.0,20.626373,13.1198706687884,0.0,232.16,2567,289,Refrigerated Grocery
"HAND & BDY LOTN,GARDE",2.410256,1.5530464393686398,0.0,9.0,11.003516000000001,6.859732840840469,0.0,37.17,273,150,Body Care
"BEANS,OG2,BAKED",1.118843,0.585790794550668,0.0,15.0,12.753123,6.6990588856856,0.0,171.15,3147,290,Packaged Grocery
"ESSENTIAL OIL,CLARY SA",2.195488,1.53404461171475,0.0,16.0,12.999082000000001,8.7696385244819,0.0,78.88,665,236,Body Care
OG2 TK LITE COCONUT MILK,1.2763149999999999,1.0416879448929701,0.0,10.0,26.543881,18.2554655516473,0.0,205.4,304,182,Packaged Grocery
"DETRGNT,LQD,DISH,FREE&CLR",1.1291309999999999,2.22612217484268,0.0,75.0,27.689377,55.5217976834026,0.0,1869.75,1301,269,Packaged Grocery
VEGGIE STRAWS,1.823691,1.09584379739862,0.0,6.0,20.663581,12.062617536638902,0.0,70.62,363,228,Packaged Grocery
"BODY LTN,VERY EMOL,UNSNTD",2.2665029999999997,1.4296845088049701,1.0,12.0,12.661344,7.9222812124287705,5.54,66.48,409,195,Body Care
FRTA SALSA CHIPOTLE HOT,1.3261049999999999,0.9434460580705041,0.0,8.0,19.627457999999997,13.8555503837278,0.0,122.56,1153,247,Packaged Grocery
"VEGGIE,ORIG,GROUND RO",1.0067110000000001,0.518955754071773,0.0,4.0,19.879898999999998,10.2678286593143,0.0,79.84,298,178,Refrigerated Grocery
"SHELLS & WHT CHEDDAR,OG2",1.785871,1.8139465719303,0.0,20.0,41.912748,42.1045138446266,0.0,419.6,1812,257,Packaged Grocery
"DINNER,OG,VEGGIE TURKEY",1.022038,0.209073802428785,0.0,2.0,12.315261,2.79276039712314,0.0,24.38,363,196,Packaged Grocery
"HERB TEA,LEMON ECH THR",1.047655,0.28154156645016404,0.0,4.0,18.99475,4.76886445472582,0.0,70.64,1301,263,Packaged Tea
PERO INSTANT NAT BEVERAG,1.002777,0.0527046276694726,1.0,2.0,29.078055,1.99361560296657,25.07,54.2,360,187,Packaged Tea
"KEFIR,OG2,LF,VANILLA",0.8338979999999999,0.580263990795058,0.0,10.0,15.181354999999998,10.3169981489803,0.0,154.8,1475,281,Refrigerated Grocery
CS BLK CHERRY BERRY TEA,1.0068489999999999,0.36129920856472203,0.0,3.0,11.780616,4.23587853610675,0.0,31.62,292,170,Packaged Tea
SPC OIL AVOCADO REFINED,1.547052,0.958566638435303,1.0,5.0,38.289658,11.9850038970974,0.0,125.79,967,265,Packaged Grocery
P.K RANCH AVO OIL DRSSNG,1.037944,0.49855698108762303,0.0,8.0,23.721138,13.191377534831199,0.0,192.64,1265,252,Packaged Grocery
OG2 KASHI INDGO MORN CRL,0.613333,0.528219329403286,0.0,2.0,20.5284,17.684276377049397,0.0,71.06,150,116,Packaged Grocery
"BODY LTN,VERY EMOL,UNS",2.2665029999999997,1.4296845088049701,1.0,12.0,12.661344,7.9222812124287705,5.54,66.48,409,195,Body Care
"JR,OG,TNDR CHICKEN&STARS",0.924528,0.299145233323124,0.0,2.0,14.42283,5.1676074881749905,0.0,31.74,106,86,Packaged Grocery
OG2 MUIR TOMATO SAUCE,1.008936,0.146242852202392,0.0,2.0,15.795504000000001,2.42876933318359,0.0,32.74,1119,266,Packaged Grocery
OG2 FD LT BUTTER MW PCRN,1.017374,0.180498071613382,0.0,3.0,22.013513,4.15343622866905,0.0,65.16,518,218,Packaged Grocery
OG2 RMO 4 CHEESE RAVIOLI,0.037313,0.190239912556436,0.0,1.0,1.97597,10.0767815544122,0.0,55.21,134,76,Frozen
SUPER PAPAYA ENZY-ROLL,1.053191,0.743844921975389,0.0,6.0,17.354414000000002,9.149483324776599,0.0,102.0,188,125,Vitamins
TRIPLE GRN PREMIUM TEA,0.81875,0.5921060906978659,0.0,4.0,7.722625,5.907320742016339,0.0,37.32,160,106,Packaged Tea
"COCONUT MLK,FIRMING SERUM",4.0,,4.0,4.0,28.32,,28.32,28.32,1,1,Body Care
"BAR,OG2,CNUT ALM IN CHOC",1.0301040000000001,0.44678492018608207,0.0,8.0,44.90585,17.3252409047491,0.0,257.44,764,242,Frozen
"DOG TRTS,OG3,SMALL,CH",1.060422,0.392318442028993,1.0,6.0,15.462658,5.57084000532397,0.0,84.12,331,171,Packaged Grocery
OG2 PACIFIC ORIGINAL OAT,1.211251,1.01997455298992,1.0,35.0,26.551657000000002,20.2347916963374,0.0,703.85,2613,285,Packaged Grocery
PAM VANILLA CAKE MIX,0.706422,0.47621302388873493,0.0,2.0,14.325412,9.760707086280481,0.0,35.66,218,139,Packaged Grocery
ORGANIC STEVIA,0.8530209999999999,0.5688780333672601,0.0,8.0,18.099930999999998,12.336976208780598,0.0,167.6,728,236,Packaged Grocery
"KASHI,7 WHL GRAIN NUGGETS",0.929323,0.5114328376461311,0.0,10.0,35.113984,17.8887095180917,0.0,293.8,665,242,Packaged Grocery
OG3 WW SILK VANILLA CRMR,0.894249,0.441767713480268,0.0,3.0,14.651619,7.34350078582951,0.0,50.43,1513,286,Refrigerated Grocery
"BTL,SPARKLING,POMEGRAN",1.051476,0.41494455386261997,0.0,6.0,21.647375,7.97409897783772,0.0,115.68,1185,257,Packaged Grocery
"ICE CRM,OG2,MINT CHIP",1.550301,1.0242554427140502,0.0,13.0,24.0335,15.5222910189846,0.0,203.19,5308,292,Frozen
NETTLES & EYEBRIGHT,2.257142,1.19663393446335,0.0,6.0,13.749142,7.32434472934513,0.0,36.42,35,34,Vitamins
"MILK,OG,UHT,1%,LF",1.354965,0.691882567204259,0.0,10.0,30.372682,15.5037582195536,0.0,224.3,4823,293,Refrigerated Grocery
DETOXIFICANT #7,1.798561,1.68268278335727,0.0,12.0,21.134064000000002,19.7738255884643,0.0,140.64,556,216,Vitamins
"CASTILE LIQ SP,OG,ROSE",2.7545889999999997,2.69638085768205,0.0,27.0,24.003120000000003,23.5449069964992,0.0,234.09,1035,259,Body Care
"RECHARGE LEMON,PET",1.036809,0.18887485412393104,1.0,2.0,19.928466,4.30716064458926,0.0,39.44,163,117,Packaged Grocery
WLNS CHKN/CRAB/HERRING,0.0,,0.0,0.0,0.0,,0.0,0.0,1,1,Packaged Grocery
EPIC BISN JRKY CHIA BTES,0.853233,0.574479697415752,0.0,6.0,25.783282999999997,17.3342674806711,0.0,160.8,402,189,Packaged Grocery
IUC NO 2 COFFEE FILTERS,1.0628600000000001,0.617377596603402,0.0,6.0,23.44828,8.05557635389407,0.0,130.5,1559,277,Packaged Grocery
"BDY WSH,STIM,ARGAN OIL",2.2233,2.14751387447663,0.0,18.0,10.108519,9.376299831621699,0.0,62.1,412,174,Body Care
"CREAM,EYE",2.257477,1.41468282013242,0.0,12.0,17.657048,10.798598421256699,0.0,98.16,769,238,Body Care
SAMOSA W/CHUTNEY,1.085833,0.49436943611394896,0.0,8.0,12.983458,5.57580709107618,0.0,102.72,2400,279,Frozen
ERW CRSP BRWN RICE GF OG2,1.358118,1.3389124354856101,1.0,25.0,34.648042,27.5597520653311,0.0,780.5,1318,269,Packaged Grocery
EBAL OLIVE OIL SPRD TUB,1.077288,0.36355761765538597,0.0,10.0,19.655194,6.30111459362957,0.0,151.7,3157,292,Refrigerated Grocery
BHUJA ORIGINAL MIX,1.071979,0.502207676577195,0.0,12.0,14.613173999999999,6.802899852782179,0.0,153.72,778,243,Packaged Grocery
"GRINDER,OG,CITRUS A PEEL",1.793103,1.58968348927046,0.0,6.0,7.311724000000001,6.019171198859709,0.0,16.96,29,28,Packaged Grocery
"CRISPS,GARLIC,ONION",0.37142800000000004,0.515595296057645,0.0,2.0,10.259571000000001,14.3196987495349,0.0,57.18,70,64,Packaged Grocery
CEL TEA HONEY VAN CHAMO,1.036324,0.187297234445689,1.0,2.0,11.940213,2.31171904048165,1.76,25.36,468,212,Packaged Tea
"WHL MLK YGRT,MAPLE",1.131156,1.03803321326096,0.0,12.0,8.812282000000002,7.94310676364773,0.0,91.32,3675,250,Refrigerated Grocery
"WAFFLES,OG,MPL CINNAMO",0.981662,0.344079028800579,0.0,5.0,23.567359,8.30574543415903,0.0,123.2,818,246,Frozen
"CASHEW MILK,SNICKERDOODLE",0.990358,0.39815524071180997,0.0,5.0,28.224338,10.9184625059256,0.0,115.15,726,243,Frozen
STACYS SMPLY NKD PTA CHP,0.9508190000000001,0.585634763250547,0.0,9.0,12.051606,7.555601249366631,0.0,117.18,305,203,Packaged Grocery
"TAMPONS,REGULAR",4.7134540000000005,4.6849139159732,0.0,96.0,15.464509,15.2720573076414,0.0,320.64,2750,280,Body Care
CN GLY SOAP CUCUMBER,3.0540540000000003,1.77464921625729,0.0,16.0,3.066406,1.78327865588306,0.0,14.88,999,255,Body Care
"SHAMPOO,HENNA GOLD",2.562347,1.8194618808943501,0.0,12.0,11.955256,8.4327994383689,0.0,58.32,409,197,Body Care
"SPELT,OG,WHITE,SPAGHE",1.0,0.28767798089123,0.0,2.0,27.411579999999997,7.82038809180113,0.0,54.28,291,178,Packaged Grocery
"JUICE,OG,SUPER VEGGIE",1.423728,1.55142641112097,0.0,7.0,28.953559000000002,11.503129455818401,0.0,37.41,236,157,Packaged Grocery
OG2 TM CHAMOMILE TEA,1.055444,0.327441599471597,1.0,8.0,18.993279,6.072962698137701,0.0,150.0,1497,275,Packaged Tea
"DISH LIQUID,LMN GRASS ZS",1.305619,0.9166699345198209,0.0,12.0,38.4392,25.3905281834691,0.0,377.52,2189,270,Packaged Grocery
BT ALPHA CF LIQUID,1.5,1.1952286093343898,0.0,4.0,8.975,7.2027554251331996,0.0,24.12,8,8,Vitamins
50+MINI TAB MULTIVITA,1.844444,0.9888264649460881,0.0,6.0,18.45509,9.916960278012919,0.0,62.94,495,223,Vitamins
"SHAVE GEL,OG2,LAVENDER",2.163235,1.38308787864275,0.0,12.0,9.409073,6.008512654932389,0.0,51.96,680,240,Body Care
OG3 AMYS SPINACH FETA PI,1.047328,0.306579640565694,0.0,6.0,40.225944,11.654470624030699,0.0,228.48,1965,280,Frozen
FR SAUS MEXICAN CHIPOTLE,1.050556,0.4324103115054171,0.0,8.0,44.782903999999995,18.2813584638395,0.0,344.64,1167,268,Refrigerated Grocery
SPF 30 KID'S SUNBLOCK LTN,2.428571,1.53529894715748,0.0,6.0,10.239523,5.18924895932974,0.0,18.12,21,16,Body Care
"TURKEY MEATBAL,FREE RANGE",1.188785,0.47762412916072994,1.0,5.0,28.813196,11.342712106525099,0.0,122.4,1070,259,Meat
EPIC VENISON BR SSLT PPR,0.9259629999999999,0.887359245826002,0.0,6.0,17.362981,16.1897144459466,0.0,108.3,986,254,Packaged Grocery
"SOUP,OG,CHUNKY VEGETAB",1.087939,0.46762375499258796,1.0,6.0,28.263605,7.99557825538001,6.81,109.32,796,255,Packaged Grocery
BOBS HAZELNUT MEAL FLOUR,1.0304870000000002,0.232979645436656,0.0,2.0,34.370853000000004,9.079265828163221,0.0,72.04,164,108,Packaged Grocery
BOBS G/F BAKING FLOUR,1.113291,0.518076760732876,1.0,6.0,11.803523,5.5999870680354205,0.0,67.44,1121,269,Packaged Grocery
"COND,REPLNSHNG,LAV&PEONY",2.462222,2.04507000102244,0.0,12.0,9.004022,6.7687543010456395,0.0,42.96,450,190,Body Care
"BAKED TOFU,OG2,SAVORY",1.14721,0.5736847174031011,0.0,10.0,17.749012,8.6163578972392,0.0,162.3,2330,279,Refrigerated Grocery
"CORNBREAD MIX,OG3",0.942249,0.39005446603065297,0.0,4.0,9.292158,3.95726222179119,0.0,40.08,329,175,Packaged Grocery
"TEA,OG,LEMON GINGER",1.225008,0.738078245437718,0.0,12.0,19.593716,11.677752880364599,0.0,192.6,2831,286,Packaged Tea
NATRA SUPER TAMPON,4.502168,4.18956917518134,0.0,50.0,14.719934,13.4211238766693,0.0,136.0,2306,282,Body Care
"YOGURT,N/F ICELNDIC,POMEG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,20,Refrigerated Grocery
"SALSA,RAJA",0.829299,0.7501072326824699,0.0,5.0,11.964917,10.7465867516499,0.0,70.45,785,216,Packaged Grocery
"COND,DIRECT LEAVE-IN",3.019461,2.46801032645657,0.0,24.0,12.913248,10.5672629783069,0.0,103.2,668,228,Body Care
"NOODLES,PAD THAI",1.143442,0.769745584062707,0.0,6.0,20.486188000000002,7.5523141618235305,0.0,45.98,244,156,Packaged Grocery
"GRK YGRT,NF,STRAWBERRY",1.117264,0.7188059428435529,0.0,11.0,12.572858,7.908589632897461,0.0,98.67,2925,284,Refrigerated Grocery
BACH PINE ESSENCE,1.35849,0.623092153409155,1.0,3.0,12.356036999999999,4.70907566449438,7.79,29.25,53,47,Vitamins
"TORTILLA CHIPS,MULTIG",1.47284,1.28597250439981,0.0,22.0,34.130851,28.7592811945188,0.0,367.18,3866,291,Packaged Grocery
OG2 PNF CHICKEN STOCK NS,0.9612059999999999,0.36386966354364797,0.0,4.0,37.589719,15.0665693655965,0.0,162.4,464,194,Packaged Grocery
"WW SHELLS & CHEDDAR,O",1.2345540000000002,0.769886379664662,0.0,8.0,28.600963,18.190453497426898,0.0,194.64,955,241,Packaged Grocery
"VEG,OG,WORCESTERSHIRE SCE",0.9663459999999999,0.248322128693079,0.0,3.0,28.411009000000004,7.337486994937191,0.0,88.5,208,131,Packaged Grocery
OG1 NAPA SESAME SEED OIL,0.7967029999999999,0.4894367481681579,0.0,4.0,36.290796,22.3801992293486,0.0,172.92,364,201,Packaged Grocery
EF DISHMATE GRAPEFRUIT,1.514458,1.1295156246374098,0.0,16.0,17.085334,13.710401187392199,0.0,194.88,2317,276,Packaged Grocery
"LEMON PEPPER,OG2,SLT",1.042553,0.32511019197372,1.0,4.0,19.595744,6.36292833264449,15.51,76.24,94,79,Packaged Grocery
LARA PBTR COOKIE BAR,1.520833,1.1860626038253501,0.0,15.0,22.861797,17.0408409072882,0.0,166.7,2592,279,Packaged Grocery
OG2 TM LNDN/HWTHRN/LEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,Packaged Tea
"TEA,OG,SIMPLY GREEN",1.0857379999999999,0.481025179174018,0.0,10.0,17.342928,7.81372178190202,0.0,160.5,1178,263,Packaged Tea
"ENERGY BR,OG2,RSPBRY,LMN",0.48829399999999995,1.1479614702808798,0.0,14.0,9.197491000000001,23.191550664207398,0.0,282.1,299,132,Packaged Grocery
"CHEDDR BUNNIES,OG2",1.095238,0.39187463877253004,1.0,4.0,36.286238,12.8767264050125,32.95,131.84,210,132,Packaged Grocery
"PNUT BTR,COCONUT,CREAMY",1.257009,0.9424727609728101,0.0,8.0,43.818387,23.241016288013,0.0,326.64,856,238,Packaged Grocery
PAPAYA ENZYME W/CHLOROPYL,2.16171,1.23642063645544,1.0,8.0,5.335278,3.07921324451134,2.08,20.4,538,226,Vitamins
LIQUID AMINOS SPRY BOTTLE,1.937629,2.80927884959731,0.0,18.0,12.908367,18.1803895314378,0.0,54.9,962,261,Packaged Grocery
"MOIST LOTION,HEMP,DRY",2.100746,2.4420472859089397,0.0,24.0,10.153992,11.313536062264301,0.0,105.36,268,163,Body Care
"TEA,OG2,PEACH DETOX",0.9647879999999999,0.323385351861743,0.0,3.0,15.41889,5.36746942650826,0.0,48.15,568,212,Packaged Tea
PG YEAST/GRLC WAFER/PETS,1.6,0.8944271909999159,1.0,3.0,5.772,4.1564973234683995,0.0,11.74,5,5,Vitamins
WILD SOYMILK CREAMER,1.110603,1.1037288854399099,0.0,25.0,16.014637,15.8893750474585,0.0,370.0,1971,288,Refrigerated Grocery
"COOKIE DGH,CHOC CHUNK,GF",1.073229,0.39139852919370205,0.0,4.0,19.230576,7.05884705244424,0.0,71.4,1666,275,Refrigerated Grocery
OG3 DR B LIQ LAVENDER SP,1.034129,0.7206796237638929,0.0,12.0,19.156723,13.4286008480019,0.0,221.88,293,158,Body Care
"TEA,BTL,OG,JUST BLK,UN",1.320761,1.33562265838921,1.0,28.0,15.43283,13.871306796561502,0.0,278.6,2784,291,Packaged Grocery
"Prepared Foods, BBQ Unchicken, Karen Sisters, 8 lb",2.99923,2.0373720092272,0.0,24.0,8.213836,5.43688790203951,0.0,55.92,2599,288,Body Care
OG2 FD RASP FRUIT SPREAD,0.41427200000000003,1.9149317387598601,0.0,86.0,11.748072,55.2096131345504,0.0,2481.96,2158,263,Packaged Grocery
"DRESSING,OG2,CRMY ITL",0.969418,0.18939838237632398,0.0,2.0,22.498654000000002,5.12620867326059,0.0,44.04,327,184,Packaged Grocery
"CASTILE SOAP,OG BABY MILD",3.234889,2.94004524593971,0.0,36.0,17.220168,15.597601249858698,0.0,190.8,1307,265,Body Care
SPEC CANOLA MAYONNAISE,1.733516,1.4790151551501998,0.0,8.0,30.773640000000004,14.151532326891301,0.0,187.2,728,237,Packaged Grocery
"SHAMP,ALOE VERA,MSTRZ",2.525641,2.0713803535468,1.0,36.0,9.394666,7.019033205100469,0.0,118.44,1170,265,Body Care
"BEANS,OG,CANNELLINI,CAN",1.326608,1.14749471803929,0.0,20.0,24.225169,18.4125730661229,0.0,400.2,2627,288,Packaged Grocery
GLUT CHOC/VAN CRM CKIES,1.030701,0.30226316835163697,1.0,6.0,37.039254,6.50436170589228,9.42,146.36,456,205,Packaged Grocery
GALAXY VEGAN PARM GRTD,4.29823,3.0485951249155896,0.0,24.0,10.317675999999999,7.20452664699503,0.0,59.04,2260,286,Packaged Grocery
"SPARKLING,OG,CIDER",1.1544709999999998,0.543704963466781,1.0,4.0,46.508536,22.4997884027547,37.98,163.84,123,94,Packaged Grocery
ZEVIA GINGER ROOT BEER,1.343834,0.910368457548008,0.0,20.0,19.427881,13.187472054958802,0.0,231.4,3682,290,Packaged Grocery
NATWORKS SILICA GEL,3.384615,2.85020705236081,0.0,12.0,32.215384,27.037399838839,0.0,113.88,52,45,Vitamins
NG BABY SOOTH SHAMP/WASH,2.077419,1.16882639045145,1.0,8.0,7.891419,4.23724676114508,3.21,25.68,310,169,Body Care
OG2 TC YOGURT WILDBRY SS,0.866084,0.4854737806471551,0.0,3.0,7.439941,4.23517262559825,0.0,26.82,687,234,Refrigerated Grocery
"Lettuce, Iceberg (Head), 12 ct , Organic",4.0,,4.0,4.0,36.92,,36.92,36.92,1,1,Body Care
NG HERBAL DAILY SHAMP,2.517241,1.81374435265567,0.0,36.0,14.322578,16.4579430255611,0.0,308.08,2059,280,Body Care
"HERBAL ARMOR SPRAY,KIDS",3.798561,2.9094142130391196,0.0,24.0,15.687446,11.6158533655705,0.0,94.08,278,112,Body Care
OG2 NF MUSH PIECES/STEMS,1.01084,0.180252235456165,0.0,2.0,14.210243,3.00660680023505,0.0,29.66,369,180,Packaged Grocery
"GRANOLA,OG2,FLAX PLS",1.530201,1.3864674939704698,1.0,8.0,34.507940999999995,12.763118627504301,0.0,146.6,447,205,Packaged Grocery
COCONUT FLAVOR,2.691275,1.26757551541697,0.0,6.0,11.708926,5.50725886357804,0.0,25.86,149,113,Packaged Grocery
"JUICE,OG,JUST CONCORD GRP",1.70517,1.50877962857004,0.0,9.0,46.699086,27.3708703831461,0.0,284.64,909,252,Packaged Grocery
"VINEGAR,OG2,WHITE WIN",1.0421280000000002,0.241290772218546,1.0,4.0,33.913569,8.82819059761889,0.0,131.48,451,197,Packaged Grocery
"GINGINS,CHEWY,ORIG,BAG",1.3189790000000001,1.4058390074305098,0.0,12.0,32.553125,7.76953096714309,0.0,72.52,1254,261,Packaged Grocery
"COCONUT BUTTER,OG2,RAW",1.0860530000000002,0.36358140591680793,0.0,4.0,36.697091,11.8210619570545,0.0,151.64,1011,260,Packaged Grocery
"DRESSING,RANCHIA,GF",0.542586,0.535673829958478,0.0,3.0,7.448517,7.467106815038741,0.0,42.09,317,159,Packaged Grocery
"YOGHURT,HONEY",0.957857,0.38874451262661897,0.0,3.0,18.312783,7.38021755371089,0.0,57.39,1139,271,Refrigerated Grocery
ALMOND FLAVOR,3.313868,1.9241186860234698,1.0,15.0,8.277153,4.51261955176571,0.0,31.65,137,102,Packaged Grocery
"CITRA DRAIN,VAL ORANGE",2.88141,1.70738153396689,0.0,8.0,10.377307,6.0546550182939,0.0,29.92,312,185,Packaged Grocery
"EMERGEN-C,LEMON LIME",0.993474,0.16155847834440398,0.0,3.0,27.134502,4.5882422505517,0.0,83.19,613,236,Packaged Grocery
T.I. TOFURKY HOT DOGS,0.6268199999999999,0.694979191781801,0.0,8.0,7.5275240000000005,8.57190111388075,0.0,93.92,1648,276,Refrigerated Grocery
DE CREAM SHEA BUTTER,0.25,0.5,0.0,1.0,1.23,2.46,0.0,4.92,4,4,Body Care
"KOMBUCHA,OG2,MULTI-GR",1.167516,0.648354415601032,0.0,10.0,29.906389,16.4844555385691,0.0,254.0,6274,293,Refrigerated Grocery
"DEODORANT DUSK, S#441345",2.703264,1.7719470410385099,0.0,12.0,11.149175999999999,7.04835345338506,0.0,51.36,1348,266,Body Care
